report_id,report_type,site_species_id,species_id,common_name,family,genus,species,infra_rank,infra_epithet,sec_infra_rank,sec_infra_epithet,cultivar,plant_group_id,official_budburst_species,location_id,latitude,longitude,locality,administrative_area_level_1,postal_code,administrative_area_level_2,country,observation_date,notes,observation_id,phenophase_id,phenophase_plant_structure,phenophase_title,pollinators_time_start,pollinators_time_end,pollinators_temperature_fahrenheit,pollinators_cloud_cover_id,pollinators_flowering_stage_id,pollinators_number_open_flowers,pollinators_plant_height,pollinators_ants,pollinators_bats,pollinators_bees_general,pollinators_bees_other,pollinators_beetles,pollinators_birds,pollinators_bumble_bees,pollinators_butterflies,pollinators_butterflies_moths,pollinators_carpenter_bees,pollinators_flies,pollinators_honey_bees,pollinators_large_bees_wasps,pollinators_metallic_green_bees,pollinators_moths,pollinators_not_sure,pollinators_small_bees_flies,pollinators_wasps,monarchs_patch_name,monarchs_monitoring_all_plants_in_patch,monarchs_number_of_plants_in_patch,monarchs_no_insects_present,monarchs_ants_present,monarchs_milkweed_aphids_present,monarchs_japanese_beetles_present,monarchs_milkweed_beetles_present,monarchs_milkweed_bugs_present,monarchs_other_insects_present,monarchs_spiders_present,monarchs_stem_plant_flowering_stage,monarchs_stem_number_flower_clusters,monarchs_stem_number_eggs,monarchs_stem_number_instar_1,monarchs_stem_number_instar_2_5,monarchs_stem_number_instar_2,monarchs_stem_number_instar_3,monarchs_stem_number_instar_4,monarchs_stem_number_instar_5
9665,phenology,4185,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,213,40.036200000000000,-105.062000000000000,Erie,CO,80516,"Boulder County",US,04/15/2010,"Legacy report.",9592,LU-FIRST,"Leaves Unfolding","First Leaf"
10020,phenology,4276,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3956,46.878600000000000,-113.938000000000000,Missoula,MT,59802,"Missoula County",US,04/18/2010,"Legacy report.",9946,LU-FIRST,"Leaves Unfolding","First Leaf"
10053,phenology,4289,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3962,42.254200000000000,-77.790600000000000,Alfred,NY,14802,"Allegany County",US,03/23/2010,"Legacy report. Wind storm on 4/5/2010 knocked all of the
pollens off of the tree.
.",9979,FL-FIRST,Flowers,"First Flower"
10056,phenology,4290,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3963,42.254200000000000,-77.790600000000000,Alfred,NY,14802,"Allegany County",US,04/09/2010,"Legacy report.",9982,LU-FIRST,"Leaves Unfolding","First Leaf"
10220,phenology,4345,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3598,46.206000000000000,-85.757000000000000,Curtis,MI,49820,"Mackinac County",US,04/30/2010,"Legacy report.",10146,LU-FIRST,"Leaves Unfolding","First Leaf"
10667,phenology,4476,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,4132,39.971400000000000,-105.397000000000000,Nederland,CO,80466,"Boulder County",US,05/22/2010,"Legacy report. 
. Not many flowers at all.",10585,FL-FIRST,Flowers,"First Flower"
10682,phenology,4486,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3945,45.619300000000000,-110.848000000000000,Bozeman,MT,59715,"Gallatin County",US,05/10/2010,"Legacy report.",10600,FL-FIRST,Flowers,"First Flower"
10730,phenology,3174,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,466,46.866700000000000,-114.000000000000000,Missoula,MT,59801,"Missoula County",US,06/02/2010,"Legacy report.",10648,FR-FIRST,Fruit,"First Ripe Fruit"
10812,phenology,2119,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1247,40.790300000000000,-96.791500000000000,Lincoln,NE,68522,"Lancaster County",US,04/14/2010,"Legacy report.",10730,LU-FIRST,"Leaves Unfolding","First Leaf"
11742,phenology,4772,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3811,40.307500000000000,-105.084000000000000,Berthoud,CO,80513,"Larimer County",US,03/20/2011,"Legacy report. inflorescence and anthers fully extended t
oday, hard to tell if pollen is dispersing yet.",11629,FL-FIRST,Flowers,"First Flower"
12116,phenology,4185,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,213,40.036200000000000,-105.062000000000000,Erie,CO,80516,"Boulder County",US,04/16/2011,,11977,LU-FIRST,"Leaves Unfolding","First Leaf"
12153,phenology,4953,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,4741,45.317200000000000,-92.159000000000000,Clayton,WI,54004,"Polk County",US,04/16/2011,,12014,FL-FIRST,Flowers,"First Flower"
12221,phenology,4060,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3564,45.317400000000000,-92.158900000000000,Clayton,WI,54004,"Polk County",US,04/13/2011,,12078,FL-FIRST,Flowers,"First Flower"
12256,phenology,4995,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3784,44.548900000000000,-70.451500000000000,Dixfield,ME,04224,"Oxford County",US,05/02/2011,,12113,LU-FIRST,"Leaves Unfolding","First Leaf"
12256,phenology,4995,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3784,44.548900000000000,-70.451500000000000,Dixfield,ME,04224,"Oxford County",US,05/02/2011,,12114,FL-FIRST,Flowers,"First Flower"
12440,phenology,5062,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,4873,37.551100000000000,-118.720000000000000,"Mammoth Lakes",CA,93546,"Mono County",US,05/11/2011,,12291,LU-FIRST,"Leaves Unfolding","First Leaf"
12702,phenology,3426,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3087,40.485600000000000,-106.823000000000000,"Steamboat Springs",CO,80487,"Routt County",US,03/23/2011,"
. catkins just starting to come out.",12542,FL-FIRST,Flowers,"First Flower"
12908,phenology,4476,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,4132,39.971400000000000,-105.397000000000000,Nederland,CO,80466,"Boulder County",US,05/22/2011,,12747,LU-FIRST,"Leaves Unfolding","First Leaf"
12911,phenology,4486,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,3945,45.619300000000000,-110.848000000000000,Bozeman,MT,59715,"Gallatin County",US,05/29/2011,,12750,LU-FIRST,"Leaves Unfolding","First Leaf"
12941,phenology,2119,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,1247,40.790300000000000,-96.791500000000000,Lincoln,NE,68522,"Lancaster County",US,05/01/2011,,12779,LU-FIRST,"Leaves Unfolding","First Leaf"
13163,phenology,5202,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,5049,40.000000000000000,-106.000000000000000,"Grand Lake",CO,80447,"Grand County",US,09/11/2011,,12926,LC-EARLY,"Autumn Leaf Color Change","Early color change"
13240,phenology,5206,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,5087,40.308300000000000,-105.081000000000000,Berthoud,CO,80513,,US,09/14/2011,,12930,LC-EARLY,"Autumn Leaf Color Change","Early color change"
13253,phenology,5210,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,5093,40.036400000000000,-105.062000000000000,Erie,CO,80516,"Boulder County",US,09/17/2011,,12943,LC-EARLY,"Autumn Leaf Color Change","Early color change"
13283,phenology,5231,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,5115,40.304200000000000,-105.085000000000000,Berthoud,CO,80513,"Larimer County",US,09/17/2011,,12968,LC-EARLY,"Autumn Leaf Color Change","Early color change"
13291,phenology,5239,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,4782,40.539800000000000,-105.115000000000000,"Fort Collins",CO,80526,"Larimer County",US,09/18/2011,,12976,LU-ALLUNFOLDED,"Leaves Unfolding","All leaves unfolded"
13352,phenology,5283,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,5214,40.348900000000000,-105.072000000000000,Loveland,CO,80537,"Larimer County",US,09/22/2011,,13033,LC-EARLY,"Autumn Leaf Color Change","Early color change"
13409,phenology,5319,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,5275,39.413300000000000,-105.757000000000000,Jefferson,CO,80456,"Park County",US,09/24/2011,,13079,LC-FIFTYCOLOR,"Autumn Leaf Color Change","50% Color change"
13441,phenology,5344,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,5307,40.377200000000000,-105.522000000000000,"Estes Park",CO,80517,"Larimer County",US,09/26/2011,,13109,LC-EARLY,"Autumn Leaf Color Change","Early color change"
13442,phenology,5344,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,5307,40.377200000000000,-105.522000000000000,"Estes Park",CO,80517,"Larimer County",US,09/26/2011,,13110,LC-FIFTYCOLOR,"Autumn Leaf Color Change","50% Color change"
13445,phenology,5347,38,"trembling aspen",Salicaceae,Populus,tremuloides,,,,,,DTS,1,5311,40.233900000000000,-105.531000000000000,Allenspark,CO,80510,"Boulder County",US,09/26/2011,,13113,LC-ALLCHANGED,"Autumn Leaf Color Change","All leaves changed color"
